txn_id,country,payment_method,amount,timestamp,selected_psp,best_psp,outcome,reward,latency_ms,attempts,final_psp,final_outcome,psp_ranking
txn_3036,BRL,Bank Transfer,4506.47,2026-04-26T15:30:57.821675,directa24,directa24,success,65.8359,1112,directa24,directa24,success,directa24|bitso|Alfred|tazapay|BRLA
txn_3037,EUR,SEPA Bank Transfer,3439.01,2026-04-26T15:30:57.825761,openpayd,openpayd,success,49.8239,1129,openpayd,openpayd,success,openpayd|clearjunction|altpay
txn_3038,TZS,Mobile Money,4293.84,2026-04-26T15:30:57.829691,relworx,yellowcard,success,62.6481,952,relworx,relworx,success,yellowcard|relworx|Bitlipa|payaza|Dusupay
txn_3039,TZS,Vodacom M-Pesa,2723.84,2026-04-26T15:30:57.834310,relworx,relworx,success,39.0974,1020,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_3040,TZS,Mobile Money,3403.64,2026-04-26T15:30:57.839465,relworx,relworx,success,49.2945,1011,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_3041,MYR,DuitNow,2856.04,2026-04-26T15:30:57.843557,awepay,awepay,success,18.8897,1642,awepay→M2pay,M2pay,success,awepay|M2pay
txn_3042,GLOBAL,Card,299.43,2026-04-26T15:30:57.852511,checkout,checkout,success,2.2332,826,checkout,checkout,success,checkout
txn_3043,XOF,Wave,4454.94,2026-04-26T15:30:57.857191,payaza,payaza,failure,-34.675,1294,payaza,payaza,failure,payaza
txn_3044,ARS,Bank Transfer,1445.38,2026-04-26T15:30:57.861367,bitso,bitso,success,19.9187,1198,bitso,bitso,success,bitso
txn_3045,EUR,Bank Transfer,3337.53,2026-04-26T15:30:57.865676,openpayd,openpayd,success,48.3025,1047,openpayd,openpayd,success,openpayd|clearjunction|altpay
txn_3046,CAD,Interac Bank Transfer,2339.65,2026-04-26T15:30:57.870352,apaylo,apaylo,success,33.8307,1401,apaylo,apaylo,success,apaylo
txn_3047,THB,Bank Transfer,2687.76,2026-04-26T15:30:57.875132,payok,payok,success,38.5553,1106,payok,payok,success,payok|awepay|M2pay
txn_3048,GLOBAL,Card,2667.27,2026-04-26T15:30:57.879528,checkout,checkout,success,37.7526,640,checkout,checkout,success,checkout
txn_3049,IDR,Ewallet,3391.41,2026-04-26T15:30:57.883526,payok,payok,success,49.1128,835,payok,payok,success,payok|awepay|brick
txn_3050,IDR,Ewallet,1374.09,2026-04-26T15:30:57.887971,payok,payok,success,7.2793,1115,payok→awepay,awepay,success,payok|brick|awepay
txn_3051,XOF,Wave,1653.63,2026-04-26T15:30:57.895843,payaza,payaza,failure,-13.6654,1313,payaza,payaza,failure,payaza
txn_3052,THB,Thai QR,1691.07,2026-04-26T15:30:57.899775,payok,payok,success,23.6073,877,payok,payok,success,payok|awepay|M2pay
txn_3053,PHP,GrabPay,4883.54,2026-04-26T15:30:57.903989,Xendit,Xendit,success,70.9963,683,Xendit,Xendit,success,Xendit|paymongo|Innovative|wingpay|CoinsPH
txn_3054,KES,Mobile Money,4197.13,2026-04-26T15:30:57.908033,Fincra,Fincra,success,60.7008,619,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_3055,GLOBAL,Card,1063.07,2026-04-26T15:30:57.912021,checkout,checkout,success,13.6883,779,checkout,checkout,success,checkout
txn_3056,PEN,Bank Transfer,4169.39,2026-04-26T15:30:57.915950,directa24,directa24,failure,-33.0305,1009,directa24,directa24,failure,directa24
txn_3057,THB,Thai QR,2667.97,2026-04-26T15:30:57.920199,payok,payok,success,38.2612,831,payok,payok,success,payok|awepay|M2pay
txn_3058,MXN,CODI,2149.91,2026-04-26T15:30:57.924379,Alfred,bitso,success,12.6051,944,Alfred→directa24,directa24,success,bitso|directa24|tazapay|Alfred
txn_3059,MYR,DuitNow,3863.9,2026-04-26T15:30:57.932400,awepay,awepay,success,56.6949,1355,awepay,awepay,success,awepay|M2pay
txn_3060,AUD,PayID,1556.16,2026-04-26T15:30:57.936331,Banxa,Banxa,failure,-12.9378,1659,Banxa,Banxa,failure,Banxa
txn_3061,BRL,PIX,1868.93,2026-04-26T15:30:57.940276,tazapay,tazapay,success,10.4967,1034,tazapay→Alfred,Alfred,success,tazapay|directa24|Alfred|bitso|BRLA
txn_3062,EGP,Bank Transfer,4517.34,2026-04-26T15:30:57.949278,Afriex,Afriex,success,66.4954,1468,Afriex,Afriex,success,Afriex
txn_3063,XOF,Wave,292.49,2026-04-26T15:30:57.953910,payaza,payaza,failure,-3.4604,1673,payaza,payaza,failure,payaza
txn_3064,PHP,PayMaya,3255.94,2026-04-26T15:30:57.958089,Xendit,Xendit,success,46.5825,665,Xendit,Xendit,success,Xendit|paymongo|wingpay|CoinsPH|Innovative
txn_3065,ZAR,Bank Transfer,1143.65,2026-04-26T15:30:57.962235,Bitlipa,Bitlipa,failure,-9.8452,1781,Bitlipa,Bitlipa,failure,Bitlipa
txn_3066,JPY,Bank Transfer,3882.88,2026-04-26T15:30:57.966175,Shimatomo,Shimatomo,success,56.9787,1446,Shimatomo,Shimatomo,success,Shimatomo
txn_3067,EUR,SEPA Bank Transfer,689.59,2026-04-26T15:30:57.970072,clearjunction,clearjunction,success,8.5847,911,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_3068,IDR,Ewallet,4788.82,2026-04-26T15:30:57.974156,payok,payok,success,70.073,934,payok,payok,success,payok|awepay|brick
txn_3069,CAD,Interac Bank Transfer,2727.71,2026-04-26T15:30:57.978286,apaylo,apaylo,failure,-21.7222,1440,apaylo,apaylo,failure,apaylo
txn_3070,JPY,Bank Transfer,3170.78,2026-04-26T15:30:57.982251,Shimatomo,Shimatomo,failure,-25.0454,1457,Shimatomo,Shimatomo,failure,Shimatomo
txn_3071,EGP,Bank Transfer,2275.68,2026-04-26T15:30:57.986151,Afriex,Afriex,failure,-18.3339,1634,Afriex,Afriex,failure,Afriex
txn_3072,XOF,Wave,1827.55,2026-04-26T15:30:57.990080,payaza,payaza,success,26.1473,1597,payaza,payaza,success,payaza
txn_3073,UGX,MTN,2764.47,2026-04-26T15:30:57.994010,Fincra,Fincra,success,39.2097,739,Fincra,Fincra,success,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_3074,XAF,MTN,4426.55,2026-04-26T15:30:57.997999,Afriex,Afriex,failure,-34.4634,1431,Afriex,Afriex,failure,Afriex
txn_3075,EUR,SEPA Bank Transfer,3489.89,2026-04-26T15:30:58.001858,clearjunction,clearjunction,success,23.1516,943,clearjunction→altpay,altpay,success,clearjunction|openpayd|altpay
txn_3076,GLOBAL,Google Pay,1790.78,2026-04-26T15:30:58.009651,checkout,checkout,success,24.6041,763,checkout,checkout,success,checkout
txn_3077,EGP,Bank Transfer,1855.62,2026-04-26T15:30:58.013540,Afriex,Afriex,failure,-15.1794,1221,Afriex,Afriex,failure,Afriex
txn_3078,EGP,Bank Transfer,3850.27,2026-04-26T15:30:58.017384,Afriex,Afriex,success,56.4868,1724,Afriex,Afriex,success,Afriex
txn_3079,MYR,DuitNow,2382.46,2026-04-26T15:30:58.021225,awepay,awepay,success,34.4737,1319,awepay,awepay,success,awepay|M2pay
txn_3080,XOF,Wave,1784.68,2026-04-26T15:30:58.025132,payaza,payaza,success,25.5058,1438,payaza,payaza,success,payaza
txn_3081,COP,PSE,1752.35,2026-04-26T15:30:58.029029,directa24,Alfred,failure,-44.7089,1129,directa24→bitso→Alfred,Alfred,failure,Alfred|directa24|bitso|cobre
txn_3082,AUD,PayID,58.43,2026-04-26T15:30:58.040589,Banxa,Banxa,failure,-1.7032,1493,Banxa,Banxa,failure,Banxa
txn_3083,GHS,MTN,2585.4,2026-04-26T15:30:58.044733,korapay,korapay,success,36.5251,587,korapay,korapay,success,korapay|Bitlipa
txn_3084,AUD,PayID,165.82,2026-04-26T15:30:58.049480,Banxa,Banxa,failure,-2.5111,1745,Banxa,Banxa,failure,Banxa
txn_3085,KES,Mobile Money,3980.25,2026-04-26T15:30:58.053835,Fincra,Fincra,success,57.4459,787,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_3086,PEN,Bank Transfer,2119.26,2026-04-26T15:30:58.057979,directa24,directa24,failure,-17.6531,864,directa24,directa24,failure,directa24
txn_3087,CLP,Bank Transfer,2625.3,2026-04-26T15:30:58.061997,directa24,directa24,failure,-21.4513,1154,directa24,directa24,failure,directa24
txn_3088,NGN,Bank Transfer,1282.6,2026-04-26T15:30:58.065972,korapay,Fincra,success,5.106,742,korapay→Fincra,Fincra,success,Fincra|korapay|yellowcard|Passpoint
txn_3089,XAF,MTN,956.73,2026-04-26T15:30:58.074019,Afriex,Afriex,success,13.0841,1680,Afriex,Afriex,success,Afriex
txn_3090,PEN,Bank Transfer,2964.06,2026-04-26T15:30:58.077900,directa24,directa24,failure,-23.9893,886,directa24,directa24,failure,directa24
txn_3091,THB,Thai QR,1977.26,2026-04-26T15:30:58.081761,payok,payok,success,11.8055,889,payok→awepay,awepay,success,payok|M2pay|awepay
txn_3092,ZAR,Bank Transfer,1652.38,2026-04-26T15:30:58.089486,Bitlipa,Bitlipa,failure,-13.6568,1398,Bitlipa,Bitlipa,failure,Bitlipa
txn_3093,MXN,Bank Transfer,878.26,2026-04-26T15:30:58.093387,bitso,directa24,success,3.0656,1118,bitso→tazapay,tazapay,success,directa24|tazapay|bitso|Alfred
txn_3094,COP,Bank Transfer,1401.67,2026-04-26T15:30:58.101083,directa24,directa24,success,-5.2816,1070,directa24→Alfred→bitso,bitso,success,directa24|bitso|Alfred|cobre
txn_3095,EUR,Bank Transfer,55.1,2026-04-26T15:30:58.113113,openpayd,openpayd,success,-2.6118,1035,openpayd→altpay,altpay,success,openpayd|clearjunction|altpay
txn_3096,GLOBAL,Google Pay,4769.33,2026-04-26T15:30:58.122676,checkout,checkout,success,69.2824,758,checkout,checkout,success,checkout
txn_3097,EGP,Bank Transfer,3167.63,2026-04-26T15:30:58.126993,Afriex,Afriex,failure,-25.0204,1320,Afriex,Afriex,failure,Afriex
txn_3098,MYR,DuitNow,239.11,2026-04-26T15:30:58.131004,awepay,awepay,success,2.3239,1274,awepay,awepay,success,awepay|M2pay
txn_3099,KES,M-Pesa,4000.49,2026-04-26T15:30:58.135177,Fincra,korapay,success,57.7513,608,Fincra,Fincra,success,korapay|Fincra|Passpoint|yellowcard|Sasapay
txn_3100,GLOBAL,Card,3804.75,2026-04-26T15:30:58.139313,checkout,checkout,success,54.8132,801,checkout,checkout,success,checkout
txn_3101,MXN,Bank Transfer,1050.82,2026-04-26T15:30:58.143322,directa24,directa24,success,-5.2779,991,directa24→bitso→Alfred,Alfred,success,directa24|Alfred|bitso|tazapay
txn_3102,UGX,Mobile Money,810.83,2026-04-26T15:30:58.154997,Fincra,Fincra,success,9.9052,723,Fincra,Fincra,success,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_3103,TZS,Bank Transfer,3287.7,2026-04-26T15:30:58.158992,relworx,relworx,success,47.5565,904,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_3104,ARS,Bank Transfer,2793.76,2026-04-26T15:30:58.162983,bitso,bitso,success,40.1472,917,bitso,bitso,success,bitso
txn_3105,CAD,Interac Bank Transfer,3910.0,2026-04-26T15:30:58.166839,apaylo,apaylo,success,57.3879,1207,apaylo,apaylo,success,apaylo
txn_3106,ARS,Bank Transfer,4428.79,2026-04-26T15:30:58.170688,bitso,bitso,failure,-34.9769,1093,bitso,bitso,failure,bitso
txn_3107,THB,Thai QR,2825.21,2026-04-26T15:30:58.174613,payok,payok,success,40.6201,806,payok,payok,success,payok|awepay|M2pay
txn_3108,PHP,PayMaya,3087.81,2026-04-26T15:30:58.178586,Xendit,Xendit,success,44.0592,798,Xendit,Xendit,success,Xendit|paymongo|wingpay|Innovative|CoinsPH
txn_3109,JPY,Bank Transfer,3367.79,2026-04-26T15:30:58.182609,Shimatomo,Shimatomo,success,49.2503,1659,Shimatomo,Shimatomo,success,Shimatomo
txn_3110,XAF,MTN,4214.35,2026-04-26T15:30:58.186465,Afriex,Afriex,success,61.9478,1742,Afriex,Afriex,success,Afriex
txn_3111,JPY,Bank Transfer,2885.8,2026-04-26T15:30:58.190347,Shimatomo,Shimatomo,success,42.0216,1540,Shimatomo,Shimatomo,success,Shimatomo
txn_3112,EGP,Bank Transfer,2596.51,2026-04-26T15:30:58.194234,Afriex,Afriex,success,37.6805,1711,Afriex,Afriex,success,Afriex
txn_3113,ZAR,Bank Transfer,1226.74,2026-04-26T15:30:58.198075,Bitlipa,Bitlipa,success,17.1388,1225,Bitlipa,Bitlipa,success,Bitlipa
txn_3114,JPY,Bank Transfer,1587.61,2026-04-26T15:30:58.201909,Shimatomo,Shimatomo,failure,-13.1694,1231,Shimatomo,Shimatomo,failure,Shimatomo
txn_3115,CAD,Interac Bank Transfer,3221.04,2026-04-26T15:30:58.205751,apaylo,apaylo,failure,-25.4258,1797,apaylo,apaylo,failure,apaylo
txn_3116,MXN,CODI,2447.05,2026-04-26T15:30:58.209613,directa24,bitso,success,34.9463,942,directa24,directa24,success,bitso|directa24|Alfred|tazapay
txn_3117,PLN,BLIK,1262.23,2026-04-26T15:30:58.213528,Vimoni,Vimoni,success,17.6676,1585,Vimoni,Vimoni,success,Vimoni
txn_3118,NGN,Bank Transfer,3002.97,2026-04-26T15:30:58.217360,Fincra,Fincra,success,42.7873,725,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard
txn_3119,UGX,Mobile Money,4529.03,2026-04-26T15:30:58.221268,Fincra,Fincra,success,65.6777,770,Fincra,Fincra,success,Fincra|relworx|payaza|Bitlipa|Dusupay
txn_3120,IDR,OVO,559.36,2026-04-26T15:30:58.225235,payok,payok,success,6.6292,1115,payok,payok,success,payok|awepay|brick
txn_3121,GHS,Mobile Money,1855.96,2026-04-26T15:30:58.229199,korapay,korapay,success,25.5837,574,korapay,korapay,success,korapay|Bitlipa
txn_3122,UGX,Mobile Money,2505.18,2026-04-26T15:30:58.233297,Fincra,Fincra,success,35.3216,611,Fincra,Fincra,success,Fincra|relworx|payaza|Bitlipa|Dusupay
txn_3123,TZS,Airtel,96.6,2026-04-26T15:30:58.237831,relworx,relworx,success,-4.7894,1042,relworx→Bitlipa→yellowcard,yellowcard,success,relworx|Bitlipa|yellowcard|payaza|Dusupay
txn_3124,ARS,Bank Transfer,450.94,2026-04-26T15:30:58.250945,bitso,bitso,failure,-5.1405,846,bitso,bitso,failure,bitso
txn_3125,COP,Bank Transfer,1887.24,2026-04-26T15:30:58.255162,directa24,directa24,success,26.5485,1010,directa24,directa24,success,directa24|bitso|cobre|Alfred
txn_3126,IDR,OVO,1237.21,2026-04-26T15:30:58.259239,payok,payok,success,16.797,1119,payok,payok,success,payok|brick|awepay
txn_3127,PHP,GrabPay,3280.52,2026-04-26T15:30:58.263288,Xendit,Xendit,success,46.9515,630,Xendit,Xendit,success,Xendit|paymongo|Innovative|wingpay|CoinsPH
txn_3128,TZS,Airtel,1984.24,2026-04-26T15:30:58.267287,yellowcard,relworx,success,28.0028,1081,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_3129,EUR,SEPA Bank Transfer,178.34,2026-04-26T15:30:58.271289,openpayd,clearjunction,success,0.9156,954,openpayd,openpayd,success,clearjunction|openpayd|altpay
txn_3130,MXN,Bank Transfer,324.57,2026-04-26T15:30:58.275275,directa24,tazapay,success,3.1085,1003,directa24,directa24,success,tazapay|directa24|Alfred|bitso
txn_3131,TZS,Bank Transfer,4204.72,2026-04-26T15:30:58.279395,relworx,relworx,success,61.3095,1128,relworx,relworx,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_3132,THB,Bank Transfer,2044.83,2026-04-26T15:30:58.283415,payok,payok,success,12.3139,875,payok→M2pay,M2pay,success,payok|M2pay|awepay
txn_3133,COP,PSE,3766.17,2026-04-26T15:30:58.291247,directa24,directa24,success,54.7339,861,directa24,directa24,success,directa24|bitso|Alfred|cobre
txn_3134,XAF,MTN,3609.88,2026-04-26T15:30:58.295450,Afriex,Afriex,failure,-28.3382,1405,Afriex,Afriex,failure,Afriex
txn_3135,GLOBAL,Card,4069.92,2026-04-26T15:30:58.299461,checkout,checkout,failure,-32.7803,593,checkout,checkout,failure,checkout
txn_3136,AUD,PayID,2633.17,2026-04-26T15:30:58.303582,Banxa,Banxa,failure,-21.0165,1772,Banxa,Banxa,failure,Banxa
txn_3137,CAD,Interac Bank Transfer,1267.75,2026-04-26T15:30:58.307679,apaylo,apaylo,success,17.7537,1253,apaylo,apaylo,success,apaylo
txn_3138,BRL,PIX,889.72,2026-04-26T15:30:58.311641,bitso,bitso,success,11.5867,908,bitso,bitso,success,bitso|directa24|tazapay|Alfred|BRLA
txn_3139,CLP,Bank Transfer,1155.73,2026-04-26T15:30:58.315632,directa24,directa24,success,15.5747,1126,directa24,directa24,success,directa24
txn_3140,ARS,Bank Transfer,4221.85,2026-04-26T15:30:58.319481,bitso,bitso,success,61.5666,1116,bitso,bitso,success,bitso
txn_3141,JPY,Bank Transfer,2564.06,2026-04-26T15:30:58.323349,Shimatomo,Shimatomo,failure,-20.4943,1387,Shimatomo,Shimatomo,failure,Shimatomo
txn_3142,GHS,MTN,4655.09,2026-04-26T15:30:58.327236,korapay,korapay,success,67.5688,753,korapay,korapay,success,korapay|Bitlipa
txn_3143,UGX,Mobile Money,2491.74,2026-04-26T15:30:58.331125,Fincra,Fincra,success,35.1179,815,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_3144,NGN,Bank Transfer,3808.76,2026-04-26T15:30:58.335072,Fincra,Fincra,success,24.053,713,Fincra→korapay,korapay,success,Fincra|Passpoint|korapay|yellowcard
txn_3145,PEN,Bank Transfer,1717.81,2026-04-26T15:30:58.343031,directa24,directa24,failure,-14.6452,1165,directa24,directa24,failure,directa24
txn_3146,AUD,PayID,597.23,2026-04-26T15:30:58.346979,Banxa,Banxa,success,7.6944,1403,Banxa,Banxa,success,Banxa
txn_3147,IDR,Ewallet,3696.79,2026-04-26T15:30:58.350915,payok,payok,success,53.6918,1008,payok,payok,success,payok|brick|awepay
txn_3148,ZAR,Bank Transfer,135.67,2026-04-26T15:30:58.355268,Bitlipa,Bitlipa,success,0.771,1401,Bitlipa,Bitlipa,success,Bitlipa
txn_3149,AUD,PayID,4219.93,2026-04-26T15:30:58.359500,Banxa,Banxa,failure,-32.9151,1558,Banxa,Banxa,failure,Banxa
txn_3150,GLOBAL,Google Pay,3804.03,2026-04-26T15:30:58.363437,checkout,checkout,failure,-30.7882,795,checkout,checkout,failure,checkout
txn_3151,GLOBAL,Apple Pay,2552.9,2026-04-26T15:30:58.367318,checkout,checkout,success,36.0352,831,checkout,checkout,success,checkout
txn_3152,ZAR,Bank Transfer,2470.07,2026-04-26T15:30:58.371240,Bitlipa,Bitlipa,failure,-19.7896,1409,Bitlipa,Bitlipa,failure,Bitlipa
txn_3153,VND,Local Wallet,4746.39,2026-04-26T15:30:58.375174,awepay,1vnpay,success,69.9283,1751,awepay,awepay,success,1vnpay|awepay|M2pay
txn_3154,NGN,Bank Transfer,657.35,2026-04-26T15:30:58.379119,korapay,Fincra,success,7.6035,679,korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_3155,GHS,MTN,4482.12,2026-04-26T15:30:58.383058,korapay,korapay,success,64.974,783,korapay,korapay,success,korapay|Bitlipa
txn_3156,AUD,PayID,1886.15,2026-04-26T15:30:58.386941,Banxa,Banxa,success,27.0273,1496,Banxa,Banxa,success,Banxa
txn_3157,CAD,Interac Bank Transfer,999.6,2026-04-26T15:30:58.390816,apaylo,apaylo,success,13.7288,1516,apaylo,apaylo,success,apaylo
txn_3158,ARS,Bank Transfer,4507.3,2026-04-26T15:30:58.394688,bitso,bitso,success,65.8501,938,bitso,bitso,success,bitso
txn_3159,AUD,PayID,4847.03,2026-04-26T15:30:58.398581,Banxa,Banxa,success,71.4386,1682,Banxa,Banxa,success,Banxa
txn_3160,VND,Local Wallet,4006.49,2026-04-26T15:30:58.402416,awepay,1vnpay,success,58.8342,1315,awepay,awepay,success,1vnpay|awepay|M2pay
txn_3161,IDR,Bank Transfer,1499.85,2026-04-26T15:30:58.406408,payok,payok,success,20.7362,1157,payok,payok,success,payok|awepay|brick
txn_3162,XOF,Wave,2226.53,2026-04-26T15:30:58.410422,payaza,payaza,failure,-17.9648,1581,payaza,payaza,failure,payaza
txn_3163,PEN,Bank Transfer,242.88,2026-04-26T15:30:58.414327,directa24,directa24,success,1.8843,894,directa24,directa24,success,directa24
txn_3164,TZS,Vodacom M-Pesa,1657.47,2026-04-26T15:30:58.418208,relworx,relworx,success,8.9115,837,relworx→yellowcard,yellowcard,success,relworx|yellowcard|payaza|Bitlipa|Dusupay
txn_3165,ZAR,Bank Transfer,585.47,2026-04-26T15:30:58.426107,Bitlipa,Bitlipa,failure,-5.654,1293,Bitlipa,Bitlipa,failure,Bitlipa
txn_3166,GHS,Mobile Money,872.19,2026-04-26T15:30:58.430056,korapay,korapay,failure,-16.6044,693,korapay→Bitlipa,Bitlipa,failure,korapay|Bitlipa
txn_3167,JPY,Bank Transfer,4219.37,2026-04-26T15:30:58.437753,Shimatomo,Shimatomo,failure,-32.9103,1507,Shimatomo,Shimatomo,failure,Shimatomo
txn_3168,ZAR,Bank Transfer,2275.2,2026-04-26T15:30:58.441629,Bitlipa,Bitlipa,failure,-18.3286,1457,Bitlipa,Bitlipa,failure,Bitlipa
txn_3169,VND,Local Wallet,3739.0,2026-04-26T15:30:58.445534,awepay,awepay,success,54.8198,1516,awepay,awepay,success,awepay|1vnpay|M2pay
txn_3170,NGN,Bank Transfer,1981.22,2026-04-26T15:30:58.449431,Fincra,korapay,success,27.4612,707,Fincra,Fincra,success,korapay|Passpoint|yellowcard|Fincra
txn_3171,UGX,MTN,3522.33,2026-04-26T15:30:58.453354,Fincra,Fincra,success,22.4004,766,Fincra→relworx,relworx,success,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_3172,XOF,Wave,3324.58,2026-04-26T15:30:58.463437,payaza,payaza,failure,-26.2022,1784,payaza,payaza,failure,payaza
txn_3173,COP,Bank Transfer,1746.71,2026-04-26T15:30:58.467393,directa24,directa24,success,24.4418,880,directa24,directa24,success,directa24|Alfred|cobre|bitso
txn_3174,MYR,FPX,1685.77,2026-04-26T15:30:58.471367,awepay,awepay,success,24.0216,1495,awepay,awepay,success,awepay|M2pay
txn_3175,GLOBAL,Card,4022.13,2026-04-26T15:30:58.475429,checkout,checkout,failure,-32.4239,791,checkout,checkout,failure,checkout
txn_3176,GLOBAL,Google Pay,1507.65,2026-04-26T15:30:58.479653,checkout,checkout,success,20.3589,582,checkout,checkout,success,checkout
txn_3177,PLN,BLIK,4708.1,2026-04-26T15:30:58.483530,Vimoni,Vimoni,success,69.3571,1441,Vimoni,Vimoni,success,Vimoni
txn_3178,VND,MoMo,2311.58,2026-04-26T15:30:58.487390,M2pay,awepay,failure,-55.8054,1390,M2pay→awepay→1vnpay,1vnpay,failure,awepay|M2pay|1vnpay
txn_3179,CAD,Interac Bank Transfer,2580.62,2026-04-26T15:30:58.498954,apaylo,apaylo,failure,-20.6174,1273,apaylo,apaylo,failure,apaylo
txn_3180,ZAR,Bank Transfer,3047.01,2026-04-26T15:30:58.502796,Bitlipa,Bitlipa,failure,-24.1198,1721,Bitlipa,Bitlipa,failure,Bitlipa
txn_3181,XOF,Wave,2421.41,2026-04-26T15:30:58.506682,payaza,payaza,failure,-19.4256,1500,payaza,payaza,failure,payaza
txn_3182,EUR,SEPA Bank Transfer,862.46,2026-04-26T15:30:58.510562,openpayd,clearjunction,success,2.9511,911,openpayd→clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_3183,XAF,MTN,4246.81,2026-04-26T15:30:58.518271,Afriex,Afriex,failure,-33.1136,1248,Afriex,Afriex,failure,Afriex
txn_3184,NGN,Bank Transfer,3797.9,2026-04-26T15:30:58.522121,Fincra,korapay,success,54.7128,570,Fincra,Fincra,success,korapay|Fincra|Passpoint|yellowcard
txn_3185,TZS,Vodacom M-Pesa,4567.23,2026-04-26T15:30:58.526075,relworx,relworx,success,66.7502,825,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_3186,TZS,Mobile Money,1787.76,2026-04-26T15:30:58.530032,relworx,yellowcard,success,25.0582,824,relworx,relworx,success,yellowcard|relworx|Bitlipa|payaza|Dusupay
txn_3187,GLOBAL,Apple Pay,3281.19,2026-04-26T15:30:58.533968,checkout,checkout,success,46.9617,617,checkout,checkout,success,checkout
txn_3188,PLN,BLIK,775.22,2026-04-26T15:30:58.537827,Vimoni,Vimoni,success,10.3647,1364,Vimoni,Vimoni,success,Vimoni
txn_3189,CLP,Bank Transfer,4023.81,2026-04-26T15:30:58.541711,directa24,directa24,success,58.5991,804,directa24,directa24,success,directa24
txn_3190,MYR,FPX,703.19,2026-04-26T15:30:58.545600,awepay,awepay,success,2.7477,1242,awepay→M2pay,M2pay,success,awepay|M2pay
txn_3191,EUR,Bank Transfer,1663.65,2026-04-26T15:30:58.553382,openpayd,openpayd,success,23.1958,899,openpayd,openpayd,success,openpayd|clearjunction|altpay
txn_3192,AUD,PayID,1421.48,2026-04-26T15:30:58.557286,Banxa,Banxa,success,20.0561,1612,Banxa,Banxa,success,Banxa
txn_3193,IDR,Bank Transfer,1682.06,2026-04-26T15:30:58.561158,payok,payok,success,9.5879,1102,payok→awepay,awepay,success,payok|awepay|brick
txn_3194,MXN,CODI,1933.57,2026-04-26T15:30:58.568880,bitso,directa24,success,27.2455,805,bitso,bitso,success,directa24|bitso|tazapay|Alfred
txn_3195,MXN,SPEI,972.24,2026-04-26T15:30:58.572904,bitso,directa24,success,12.825,860,bitso,bitso,success,directa24|bitso|Alfred|tazapay
txn_3196,TZS,Mobile Money,693.83,2026-04-26T15:30:58.576998,relworx,relworx,success,8.6491,840,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_3197,CAD,Interac Bank Transfer,908.0,2026-04-26T15:30:58.581061,apaylo,apaylo,failure,-8.0756,1560,apaylo,apaylo,failure,apaylo
txn_3198,XAF,MTN,3838.41,2026-04-26T15:30:58.584955,Afriex,Afriex,failure,-30.054,1596,Afriex,Afriex,failure,Afriex
txn_3199,CAD,Interac Bank Transfer,3363.71,2026-04-26T15:30:58.588838,apaylo,apaylo,success,49.1935,1215,apaylo,apaylo,success,apaylo
txn_3200,KES,Mobile Money,3040.55,2026-04-26T15:30:58.593172,Fincra,korapay,success,-6.7718,666,Fincra→korapay→Passpoint,Passpoint,success,korapay|Passpoint|Fincra|yellowcard|Sasapay
txn_3201,NGN,Bank Transfer,1081.41,2026-04-26T15:30:58.605431,Fincra,korapay,success,13.9644,679,Fincra,Fincra,success,korapay|Fincra|Passpoint|yellowcard
txn_3202,IDR,Bank Transfer,2982.15,2026-04-26T15:30:58.609477,payok,payok,success,42.9727,950,payok,payok,success,payok|awepay|brick
txn_3203,CAD,Interac Bank Transfer,361.88,2026-04-26T15:30:58.613421,apaylo,apaylo,success,4.1641,1413,apaylo,apaylo,success,apaylo
txn_3204,ZAR,Bank Transfer,4413.23,2026-04-26T15:30:58.617269,Bitlipa,Bitlipa,failure,-34.3659,1666,Bitlipa,Bitlipa,failure,Bitlipa
txn_3205,CAD,Interac Bank Transfer,1098.51,2026-04-26T15:30:58.621130,apaylo,apaylo,success,15.2129,1479,apaylo,apaylo,success,apaylo
txn_3206,PEN,Bank Transfer,1535.83,2026-04-26T15:30:58.625026,directa24,directa24,success,21.2767,1072,directa24,directa24,success,directa24
