txn_id,chosen_psp,best_psp,chosen_score,best_score,regret,is_optimal,counterfactual_psp,counterfactual_regret,decision_quality
txn_728,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_729,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_730,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_731,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_732,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_733,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_734,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_735,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_736,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_737,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_738,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_739,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_740,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_741,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_742,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_743,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_744,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_745,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_746,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_747,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_748,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_749,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_750,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_751,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_752,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_753,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_754,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_755,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_756,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_757,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_758,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_759,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_760,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_761,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_762,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_763,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_764,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_765,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_766,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_767,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_768,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_769,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_770,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_771,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_772,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_773,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_774,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_775,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_776,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_777,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_778,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_779,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_780,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_781,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_782,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_783,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_784,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_785,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_786,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_787,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_788,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_789,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_790,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_791,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_792,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_793,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_794,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_795,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_796,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_797,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_798,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_799,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_800,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_801,altpay,openpayd,0.6023,0.6457,0.043333,0,openpayd,-0.043333,Near-optimal
txn_802,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_803,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_804,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_805,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_806,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_807,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_808,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_809,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_810,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_811,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_812,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_813,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_814,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_815,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_816,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_817,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_818,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_819,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_820,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_821,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_822,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_823,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_824,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_825,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_826,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_827,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_828,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_829,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_830,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_831,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_832,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_833,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_834,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_835,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_836,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_837,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_838,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_839,M2pay,1vnpay,0.5783,0.6103,0.032,0,awepay,-0.016,Near-optimal
txn_840,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_841,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_842,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_843,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_844,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_845,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_846,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_847,altpay,openpayd,0.6023,0.6457,0.043333,0,openpayd,-0.043333,Near-optimal
txn_848,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_849,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_850,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_851,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_852,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_853,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_854,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_855,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_856,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_857,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_858,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_859,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_860,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_861,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_862,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_863,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_864,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_865,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_866,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_867,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_868,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_869,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_870,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_871,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_872,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_873,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_874,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_875,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_876,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_877,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_878,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_879,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_880,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_881,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_882,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_883,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_884,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_885,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_886,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_887,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_888,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_889,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_890,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_891,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_892,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_893,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_894,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_895,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_896,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_897,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_898,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_899,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_900,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_901,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_902,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_903,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_904,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_905,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_906,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_907,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_908,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_909,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_910,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_911,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_912,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_913,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_914,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_915,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_916,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_917,korapay,Fincra,0.721,0.737,0.016,0,Passpoint,0.016,Near-optimal
txn_918,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_919,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_920,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_921,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_922,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_923,M2pay,1vnpay,0.5783,0.6103,0.032,0,1vnpay,-0.032,Near-optimal
txn_924,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_925,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_926,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_927,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_928,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_929,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_930,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_931,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_932,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_933,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_934,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_935,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_936,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_937,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_938,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_939,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_940,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_941,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_942,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_943,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_944,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_945,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_946,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_947,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_948,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_949,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_950,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_951,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_952,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_953,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_954,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_955,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_956,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_957,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_958,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_959,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_960,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_961,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_962,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_963,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_964,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_965,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_966,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_967,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_968,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_969,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_970,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_971,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_972,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_973,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_974,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_975,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_976,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_977,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_978,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_979,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_980,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_981,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_982,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_983,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_984,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_985,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_986,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_987,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_988,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_989,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_990,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_991,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_992,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_993,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_994,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_995,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_996,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_997,Alfred,directa24,0.6297,0.6617,0.032,0,directa24,-0.032,Near-optimal
txn_998,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_999,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_1000,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_1001,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_1002,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_1003,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_1004,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_1005,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_1006,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_1007,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_1008,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_1009,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_1010,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_1011,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_1012,1vnpay,1vnpay,0.6103,0.6103,0.0,1,M2pay,0.032,Optimal
txn_1013,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_1014,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_1015,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_1016,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_1017,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_1018,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_1019,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_1020,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_1021,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_1022,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_1023,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_1024,Xendit,Xendit,0.753,0.753,0.0,1,Innovative,0.166667,Optimal
txn_1025,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_1026,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_1027,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_1028,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_1029,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_1030,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_1031,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_1032,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_1033,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_1034,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_1035,tazapay,directa24,0.6377,0.6617,0.024,0,directa24,-0.024,Near-optimal
txn_1036,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_1037,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_1038,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_1039,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_1040,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_1041,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_1042,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_1043,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_1044,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_1045,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_1046,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_1047,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_1048,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_1049,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
